id	instrument	px_init	px_fill	volume_init	volume_fill	side	status	date	note	tag
1533	0x15df79a24d1fa	DKKPLN	0.59689592	0.0	333.42	0.0	buy	in process	2020-01-27 17:21:41.556856	Note2	Tag6
1534	0x15df79a24d1fa	DKKPLN	0.59689592	0.59249226	333.42	0.0	buy	cancel	2020-01-27 17:21:41.556856	Note2	Tag6
1535	0x15df79a24d1fa	DKKPLN	0.59689592	0.59249226	333.42	0.0	buy	done	2020-01-27 17:21:41.556856	Note2	Tag6
1536	0x15ea695f1e443	JPYTRY	0.06856831	0.0	135.41	0.0	sell	in process	2020-01-27 17:21:41.537550	Note1	Tag7
1537	0x15ea695f1e443	JPYTRY	0.06856831	0.06856831	135.41	129.55012551795116	sell	partially fill	2020-01-27 17:21:41.537550	Note1	Tag7
1538	0x15ea695f1e443	JPYTRY	0.06856831	0.06667653	135.41	0.0	sell	done	2020-01-27 17:21:41.537550	Note1	Tag7
1539	0x15f5591bef6ad	CHFEUR	0.93405363	0.0	723.95	0.0	sell	in process	2020-01-27 17:21:41.576896	Note4	Tag6
1540	0x15f5591bef6ad	CHFEUR	0.93405363	0.93402691	723.95	0.0	sell	cancel	2020-01-27 17:21:41.576896	Note4	Tag6
1541	0x15f5591bef6ad	CHFEUR	0.93405363	0.93402691	723.95	0.0	sell	done	2020-01-27 17:21:41.576896	Note4	Tag6
1542	0x160048d8c091e	DKKPLN	0.6109831	0.0	374.81	0.0	sell	in process	2020-01-27 17:21:41.600506	Note4	Tag10
1543	0x160048d8c091e	DKKPLN	0.6109831	0.6109831	374.81	368.95012551795116	sell	partially fill	2020-01-27 17:21:41.600506	Note4	Tag10
1544	0x160048d8c091e	DKKPLN	0.6109831	0.59546054	374.81	0.0	sell	done	2020-01-27 17:21:41.600506	Note4	Tag10
1545	0x160b389591ba4	USDUAN	28.04782148	0.0	419.01	0.0	buy	in process	2020-01-27 17:21:41.574678	Note2	Tag4
1546	0x160b389591ba4	USDUAN	28.04782148	28.04782148	419.01	413.15012551795115	buy	partially fill	2020-01-27 17:21:41.574678	Note2	Tag4
1547	0x160b389591ba4	USDUAN	28.04782148	28.05275913	419.01	0.0	buy	done	2020-01-27 17:21:41.574678	Note2	Tag4
1548	0x1616285262df4	NZDEUR	0.58742643	0.0	647.88	0.0	buy	in process	2020-01-27 17:21:41.593538	Note3	Tag3
1549	0x1616285262df4	NZDEUR	0.58742643	0.58626054	647.88	0.58626054	buy	fill	2020-01-27 17:21:41.593538	Note3	Tag3
1550	0x1616285262df4	NZDEUR	0.58742643	0.58626054	647.88	0.0	buy	done	2020-01-27 17:21:41.593538	Note3	Tag3
1551	0x1621180f3406d	USDUAN	28.04025358	0.0	16.25	0.0	buy	in process	2020-01-27 17:21:41.552789	Note4	Tag2
1552	0x1621180f3406d	USDUAN	28.04025358	28.04679644	16.25	0.0	buy	cancel	2020-01-27 17:21:41.552789	Note4	Tag2
1553	0x1621180f3406d	USDUAN	28.04025358	28.04679644	16.25	0.0	buy	done	2020-01-27 17:21:41.552789	Note4	Tag2
1554	0x162c07cc052c5	GBRRUB	104.15154005	0.0	170.9	0.0	sell	in process	2020-01-27 17:21:41.624771	Note4	Tag4
1555	0x162c07cc052c5	GBRRUB	104.15154005	104.1473329	170.9	104.1473329	sell	fill	2020-01-27 17:21:41.624771	Note4	Tag4
1556	0x162c07cc052c5	GBRRUB	104.15154005	104.1473329	170.9	0.0	sell	done	2020-01-27 17:21:41.624771	Note4	Tag4
1557	0x1636f788d6512	PLNRSD	25.98494179	0.0	824.4	0.0	buy	in process	2020-01-27 17:21:41.550911	Note2	Tag10
1558	0x1636f788d6512	PLNRSD	25.98494179	25.99215588	824.4	0.0	buy	cancel	2020-01-27 17:21:41.550911	Note2	Tag10
1559	0x1636f788d6512	PLNRSD	25.98494179	25.99215588	824.4	0.0	buy	done	2020-01-27 17:21:41.550911	Note2	Tag10
1560	0x1641e745a7772	USDUAN	28.05802854	0.0	347.79	0.0	sell	in process	2020-01-27 17:21:41.618872	Note4	Tag8
1561	0x1641e745a7772	USDUAN	28.05802854	28.05766465	347.79	28.05766465	sell	fill	2020-01-27 17:21:41.618872	Note4	Tag8
1562	0x1641e745a7772	USDUAN	28.05802854	28.05766465	347.79	0.0	sell	done	2020-01-27 17:21:41.618872	Note4	Tag8
1563	0x164cd70278a05	CHFEUR	0.9206268	0.0	581.02	0.0	buy	in process	2020-01-27 17:21:41.532377	Note2	Tag2
1564	0x164cd70278a05	CHFEUR	0.9206268	0.92474297	581.02	0.92474297	buy	fill	2020-01-27 17:21:41.532377	Note2	Tag2
1565	0x164cd70278a05	CHFEUR	0.9206268	0.92474297	581.02	0.0	buy	done	2020-01-27 17:21:41.532377	Note2	Tag2
1566	0x1657c6bf49c57	NZDEUR	0.59281792	0.0	84.73	0.0	sell	in process	2020-01-27 17:21:41.560645	Note6	Tag10
1567	0x1657c6bf49c57	NZDEUR	0.59281792	0.60235952	84.73	0.60235952	sell	fill	2020-01-27 17:21:41.560645	Note6	Tag10
1568	0x1657c6bf49c57	NZDEUR	0.59281792	0.60235952	84.73	0.0	sell	done	2020-01-27 17:21:41.560645	Note6	Tag10
1569	0x1662b67c1aedf	NZDEUR	0.5885035	0.0	294.24	0.0	buy	in process	2020-01-27 17:21:41.549453	Note1	Tag9
1570	0x1662b67c1aedf	NZDEUR	0.5885035	0.60210923	294.24	0.0	buy	cancel	2020-01-27 17:21:41.549453	Note1	Tag9
1571	0x1662b67c1aedf	NZDEUR	0.5885035	0.60210923	294.24	0.0	buy	done	2020-01-27 17:21:41.549453	Note1	Tag9
1572	0x166da638ec147	GBRRUB	104.14947379	0.0	62.21	0.0	buy	in process	2020-01-27 17:21:41.614292	Note5	Tag3
1573	0x166da638ec147	GBRRUB	104.14947379	104.1576444	62.21	0.0	buy	cancel	2020-01-27 17:21:41.614292	Note5	Tag3
1574	0x166da638ec147	GBRRUB	104.14947379	104.1576444	62.21	0.0	buy	done	2020-01-27 17:21:41.614292	Note5	Tag3
1575	0x167895f5bd3a8	SEKUSD	0.11301951	0.0	595.96	0.0	sell	in process	2020-01-27 17:21:41.617988	Note3	Tag7
1576	0x167895f5bd3a8	SEKUSD	0.11301951	0.11420965	595.96	0.11420965	sell	fill	2020-01-27 17:21:41.617988	Note3	Tag7
1577	0x167895f5bd3a8	SEKUSD	0.11301951	0.11420965	595.96	0.0	sell	done	2020-01-27 17:21:41.617988	Note3	Tag7
1578	0x168385b28e63b	USDUAN	28.04583989	0.0	547.99	0.0	buy	in process	2020-01-27 17:21:41.629602	Note3	Tag9
1579	0x168385b28e63b	USDUAN	28.04583989	28.04583989	547.99	542.1301255179512	buy	partially fill	2020-01-27 17:21:41.629602	Note3	Tag9
1580	0x168385b28e63b	USDUAN	28.04583989	28.05090075	547.99	0.0	buy	done	2020-01-27 17:21:41.629602	Note3	Tag9
1581	0x168e756f5f8c6	CHFEUR	0.92484806	0.0	505.38	0.0	sell	in process	2020-01-27 17:21:41.566087	Note5	Tag5
1582	0x168e756f5f8c6	CHFEUR	0.92484806	0.92198074	505.38	0.92198074	sell	fill	2020-01-27 17:21:41.566087	Note5	Tag5
1583	0x168e756f5f8c6	CHFEUR	0.92484806	0.92198074	505.38	0.0	sell	done	2020-01-27 17:21:41.566087	Note5	Tag5
1584	0x1699652c30b19	CNYUSD	0.14821984	0.0	325.9	0.0	sell	in process	2020-01-27 17:21:41.566548	Note6	Tag6
1585	0x1699652c30b19	CNYUSD	0.14821984	0.15925666	325.9	0.15925666	sell	fill	2020-01-27 17:21:41.566548	Note6	Tag6
1586	0x1699652c30b19	CNYUSD	0.14821984	0.15925666	325.9	0.0	sell	done	2020-01-27 17:21:41.566548	Note6	Tag6
1587	0x16a454e901dae	DKKPLN	0.60476056	0.0	902.24	0.0	buy	in process	2020-01-27 17:21:41.567998	Note1	Tag7
1588	0x16a454e901dae	DKKPLN	0.60476056	0.60476056	902.24	896.3801255179512	buy	partially fill	2020-01-27 17:21:41.567998	Note1	Tag7
1589	0x16a454e901dae	DKKPLN	0.60476056	0.60979733	902.24	0.0	buy	done	2020-01-27 17:21:41.567998	Note1	Tag7
1590	0x16af44a5d300f	PLNRSD	25.9831277	0.0	174.9	0.0	buy	in process	2020-01-27 17:21:41.572551	Note6	Tag2
1591	0x16af44a5d300f	PLNRSD	25.9831277	25.9831277	174.9	169.04012551795117	buy	partially fill	2020-01-27 17:21:41.572551	Note6	Tag2
1592	0x16af44a5d300f	PLNRSD	25.9831277	25.99864433	174.9	0.0	buy	done	2020-01-27 17:21:41.572551	Note6	Tag2
1593	0x16ba3462a429d	CADGBP	0.58093505	0.0	948.46	0.0	sell	in process	2020-01-27 17:21:41.586856	Note2	Tag6
1594	0x16ba3462a429d	CADGBP	0.58093505	0.57985649	948.46	0.0	sell	cancel	2020-01-27 17:21:41.586856	Note2	Tag6
1595	0x16ba3462a429d	CADGBP	0.58093505	0.57985649	948.46	0.0	sell	done	2020-01-27 17:21:41.586856	Note2	Tag6
1596	0x16c5241f75510	CHFEUR	0.93362749	0.0	466.56	0.0	buy	in process	2020-01-27 17:21:41.631796	Note5	Tag1
1597	0x16c5241f75510	CHFEUR	0.93362749	0.93362749	466.56	460.70012551795116	buy	partially fill	2020-01-27 17:21:41.631796	Note5	Tag1
1598	0x16c5241f75510	CHFEUR	0.93362749	0.91957894	466.56	0.0	buy	done	2020-01-27 17:21:41.631796	Note5	Tag1
1599	0x16d013dc46762	PLNRSD	25.98891506	0.0	122.1	0.0	buy	in process	2020-01-27 17:21:41.572981	Note6	Tag2
1600	0x16d013dc46762	PLNRSD	25.98891506	25.98891506	122.1	116.24012551795116	buy	partially fill	2020-01-27 17:21:41.572981	Note6	Tag2
1601	0x16d013dc46762	PLNRSD	25.98891506	25.99435722	122.1	0.0	buy	done	2020-01-27 17:21:41.572981	Note6	Tag2
1602	0x16db0399179eb	CHFEUR	0.91494513	0.0	311.23	0.0	buy	in process	2020-01-27 17:21:41.588207	Note3	Tag7
1603	0x16db0399179eb	CHFEUR	0.91494513	0.92141307	311.23	0.92141307	buy	fill	2020-01-27 17:21:41.588207	Note3	Tag7
1604	0x16db0399179eb	CHFEUR	0.91494513	0.92141307	311.23	0.0	buy	done	2020-01-27 17:21:41.588207	Note3	Tag7
1605	0x16e5f355e8c60	EURUSD	1.20167726	0.0	447.66	0.0	buy	in process	2020-01-27 17:21:41.536041	Note5	Tag5
1606	0x16e5f355e8c60	EURUSD	1.20167726	1.20774779	447.66	1.20774779	buy	fill	2020-01-27 17:21:41.536041	Note5	Tag5
1607	0x16e5f355e8c60	EURUSD	1.20167726	1.20774779	447.66	0.0	buy	done	2020-01-27 17:21:41.536041	Note5	Tag5
1608	0x16f0e312b9ec1	NZDEUR	0.58727395	0.0	535.98	0.0	buy	in process	2020-01-27 17:21:41.572156	Note5	Tag1
1609	0x16f0e312b9ec1	NZDEUR	0.58727395	0.58727395	535.98	530.1201255179512	buy	partially fill	2020-01-27 17:21:41.572156	Note5	Tag1
1610	0x16f0e312b9ec1	NZDEUR	0.58727395	0.58475556	535.98	0.0	buy	done	2020-01-27 17:21:41.572156	Note5	Tag1
1611	0x16fbd2cf8b14d	USDUAN	28.04681595	0.0	133.0	0.0	sell	in process	2020-01-27 17:21:41.585616	Note1	Tag5
1612	0x16fbd2cf8b14d	USDUAN	28.04681595	28.04873257	133.0	0.0	sell	cancel	2020-01-27 17:21:41.585616	Note1	Tag5
1613	0x16fbd2cf8b14d	USDUAN	28.04681595	28.04873257	133.0	0.0	sell	done	2020-01-27 17:21:41.585616	Note1	Tag5
1614	0x1706c28c5c3a8	PLNRSD	25.98553291	0.0	649.21	0.0	buy	in process	2020-01-27 17:21:41.627899	Note1	Tag7
1615	0x1706c28c5c3a8	PLNRSD	25.98553291	25.98553291	649.21	643.3501255179513	buy	partially fill	2020-01-27 17:21:41.627899	Note1	Tag7
1616	0x1706c28c5c3a8	PLNRSD	25.98553291	25.98227824	649.21	0.0	buy	done	2020-01-27 17:21:41.627899	Note1	Tag7
1617	0x1711b2492d614	NZDEUR	0.58677188	0.0	57.45	0.0	sell	in process	2020-01-27 17:21:41.560738	Note6	Tag10
1618	0x1711b2492d614	NZDEUR	0.58677188	0.58980038	57.45	0.58980038	sell	fill	2020-01-27 17:21:41.560738	Note6	Tag10
1619	0x1711b2492d614	NZDEUR	0.58677188	0.58980038	57.45	0.0	sell	done	2020-01-27 17:21:41.560738	Note6	Tag10
1620	0x171ca205fe894	NZDEUR	0.58827447	0.0	448.5	0.0	buy	in process	2020-01-27 17:21:41.549745	Note1	Tag9
1621	0x171ca205fe894	NZDEUR	0.58827447	0.60436967	448.5	0.0	buy	cancel	2020-01-27 17:21:41.549745	Note1	Tag9
1622	0x171ca205fe894	NZDEUR	0.58827447	0.60436967	448.5	0.0	buy	done	2020-01-27 17:21:41.549745	Note1	Tag9
1623	0x172791c2cfb20	JPYTRY	0.07292995	0.0	562.17	0.0	buy	in process	2020-01-27 17:21:41.615208	Note6	Tag4
1624	0x172791c2cfb20	JPYTRY	0.07292995	0.06504477	562.17	0.0	buy	cancel	2020-01-27 17:21:41.615208	Note6	Tag4
1625	0x172791c2cfb20	JPYTRY	0.07292995	0.06504477	562.17	0.0	buy	done	2020-01-27 17:21:41.615208	Note6	Tag4
1626	0x1732817fa0d78	CHFEUR	0.92874255	0.0	500.07	0.0	sell	in process	2020-01-27 17:21:41.620866	Note6	Tag10
1627	0x1732817fa0d78	CHFEUR	0.92874255	0.91495956	500.07	0.91495956	sell	fill	2020-01-27 17:21:41.620866	Note6	Tag10
1628	0x1732817fa0d78	CHFEUR	0.92874255	0.91495956	500.07	0.0	sell	done	2020-01-27 17:21:41.620866	Note6	Tag10
1629	0x173d713c71fc4	NZDEUR	0.59135551	0.0	161.3	0.0	sell	in process	2020-01-27 17:21:41.538642	Note2	Tag8
1630	0x173d713c71fc4	NZDEUR	0.59135551	0.59135551	161.3	155.44012551795117	sell	partially fill	2020-01-27 17:21:41.538642	Note2	Tag8
1631	0x173d713c71fc4	NZDEUR	0.59135551	0.593623	161.3	0.0	sell	done	2020-01-27 17:21:41.538642	Note2	Tag8
1632	0x174860f94321d	EURUSD	1.1940463	0.0	526.73	0.0	sell	in process	2020-01-27 17:21:41.580328	Note1	Tag9
1633	0x174860f94321d	EURUSD	1.1940463	1.20881453	526.73	0.0	sell	cancel	2020-01-27 17:21:41.580328	Note1	Tag9
1634	0x174860f94321d	EURUSD	1.1940463	1.20881453	526.73	0.0	sell	done	2020-01-27 17:21:41.580328	Note1	Tag9
1635	0x175350b61446e	CNYUSD	0.16265438	0.0	846.22	0.0	buy	in process	2020-01-27 17:21:41.611287	Note2	Tag10
1636	0x175350b61446e	CNYUSD	0.16265438	0.1499412	846.22	0.0	buy	cancel	2020-01-27 17:21:41.611287	Note2	Tag10
1637	0x175350b61446e	CNYUSD	0.16265438	0.1499412	846.22	0.0	buy	done	2020-01-27 17:21:41.611287	Note2	Tag10
1638	0x175e4072e56e9	CADGBP	0.58048345	0.0	882.85	0.0	buy	in process	2020-01-27 17:21:41.608548	Note6	Tag8
1639	0x175e4072e56e9	CADGBP	0.58048345	0.5753994	882.85	0.0	buy	cancel	2020-01-27 17:21:41.608548	Note6	Tag8
1640	0x175e4072e56e9	CADGBP	0.58048345	0.5753994	882.85	0.0	buy	done	2020-01-27 17:21:41.608548	Note6	Tag8
1641	0x1769302fb6958	CNYUSD	0.16125375	0.0	573.74	0.0	sell	in process	2020-01-27 17:21:41.599944	Note3	Tag9
1642	0x1769302fb6958	CNYUSD	0.16125375	0.16125375	573.74	567.8801255179512	sell	partially fill	2020-01-27 17:21:41.599944	Note3	Tag9
1643	0x1769302fb6958	CNYUSD	0.16125375	0.15376482	573.74	0.0	sell	done	2020-01-27 17:21:41.599944	Note3	Tag9
1644	0x17741fec87bf1	PLNRSD	25.99176179	0.0	858.93	0.0	buy	in process	2020-01-27 17:21:41.572915	Note6	Tag2
1645	0x17741fec87bf1	PLNRSD	25.99176179	25.99176179	858.93	853.070125517951	buy	partially fill	2020-01-27 17:21:41.572915	Note6	Tag2
1646	0x17741fec87bf1	PLNRSD	25.99176179	25.99343894	858.93	0.0	buy	done	2020-01-27 17:21:41.572915	Note6	Tag2
1647	0x177f0fa958e4c	CHFEUR	0.92539176	0.0	276.76	0.0	buy	in process	2020-01-27 17:21:41.587999	Note3	Tag7
1648	0x177f0fa958e4c	CHFEUR	0.92539176	0.91661456	276.76	0.91661456	buy	fill	2020-01-27 17:21:41.587999	Note3	Tag7
1649	0x177f0fa958e4c	CHFEUR	0.92539176	0.91661456	276.76	0.0	buy	done	2020-01-27 17:21:41.587999	Note3	Tag7
1650	0x1789ff662a0b3	EURUSD	1.21218624	0.0	520.26	0.0	buy	in process	2020-01-27 17:21:41.535388	Note5	Tag5
1651	0x1789ff662a0b3	EURUSD	1.21218624	1.19434409	520.26	1.19434409	buy	fill	2020-01-27 17:21:41.535388	Note5	Tag5
1652	0x1789ff662a0b3	EURUSD	1.21218624	1.19434409	520.26	0.0	buy	done	2020-01-27 17:21:41.535388	Note5	Tag5
1653	0x1794ef22fb310	GBRRUB	104.15108455	0.0	645.45	0.0	buy	in process	2020-01-27 17:21:41.570106	Note3	Tag9
1654	0x1794ef22fb310	GBRRUB	104.15108455	104.15108455	645.45	639.5901255179513	buy	partially fill	2020-01-27 17:21:41.570106	Note3	Tag9
1655	0x1794ef22fb310	GBRRUB	104.15108455	104.15283722	645.45	0.0	buy	done	2020-01-27 17:21:41.570106	Note3	Tag9
1656	0x179fdedfcc581	DKKPLN	0.59905537	0.0	940.84	0.0	sell	in process	2020-01-27 17:21:41.579173	Note6	Tag8
1657	0x179fdedfcc581	DKKPLN	0.59905537	0.61003486	940.84	0.0	sell	cancel	2020-01-27 17:21:41.579173	Note6	Tag8
1658	0x179fdedfcc581	DKKPLN	0.59905537	0.61003486	940.84	0.0	sell	done	2020-01-27 17:21:41.579173	Note6	Tag8
1659	0x17aace9c9d803	USDUAN	28.05851663	0.0	371.75	0.0	buy	in process	2020-01-27 17:21:41.607660	Note5	Tag7
1660	0x17aace9c9d803	USDUAN	28.05851663	28.04751802	371.75	0.0	buy	cancel	2020-01-27 17:21:41.607660	Note5	Tag7
1661	0x17aace9c9d803	USDUAN	28.05851663	28.04751802	371.75	0.0	buy	done	2020-01-27 17:21:41.607660	Note5	Tag7
1662	0x17b5be596ea3a	USDUAN	28.04566179	0.0	324.02	0.0	sell	in process	2020-01-27 17:21:41.597156	Note6	Tag6
1663	0x17b5be596ea3a	USDUAN	28.04566179	28.04566179	324.02	318.16012551795114	sell	partially fill	2020-01-27 17:21:41.597156	Note6	Tag6
1664	0x17b5be596ea3a	USDUAN	28.04566179	28.05265852	324.02	0.0	sell	done	2020-01-27 17:21:41.597156	Note6	Tag6
1665	0x17c0ae163fc83	USDUAN	28.04391941	0.0	844.12	0.0	sell	in process	2020-01-27 17:21:41.564154	Note3	Tag3
1666	0x17c0ae163fc83	USDUAN	28.04391941	28.05843923	844.12	28.05843923	sell	fill	2020-01-27 17:21:41.564154	Note3	Tag3
1667	0x17c0ae163fc83	USDUAN	28.04391941	28.05843923	844.12	0.0	sell	done	2020-01-27 17:21:41.564154	Note3	Tag3
1668	0x17cb9dd310eef	NZDEUR	0.59278199	0.0	817.64	0.0	sell	in process	2020-01-27 17:21:41.560475	Note6	Tag10
1669	0x17cb9dd310eef	NZDEUR	0.59278199	0.60271406	817.64	0.60271406	sell	fill	2020-01-27 17:21:41.560475	Note6	Tag10
1670	0x17cb9dd310eef	NZDEUR	0.59278199	0.60271406	817.64	0.0	sell	done	2020-01-27 17:21:41.560475	Note6	Tag10
1671	0x17d68d8fe216e	JPYTRY	0.05901435	0.0	138.23	0.0	buy	in process	2020-01-27 17:21:41.548917	Note6	Tag8
1672	0x17d68d8fe216e	JPYTRY	0.05901435	0.06778144	138.23	0.0	buy	cancel	2020-01-27 17:21:41.548917	Note6	Tag8
1673	0x17d68d8fe216e	JPYTRY	0.05901435	0.06778144	138.23	0.0	buy	done	2020-01-27 17:21:41.548917	Note6	Tag8
1674	0x17e17d4cb33f3	EURUSD	1.19551137	0.0	811.55	0.0	buy	in process	2020-01-27 17:21:41.612607	Note4	Tag2
1675	0x17e17d4cb33f3	EURUSD	1.19551137	1.20214924	811.55	0.0	buy	cancel	2020-01-27 17:21:41.612607	Note4	Tag2
1676	0x17e17d4cb33f3	EURUSD	1.19551137	1.20214924	811.55	0.0	buy	done	2020-01-27 17:21:41.612607	Note4	Tag2
1677	0x17ec6d0984647	EURUSD	1.21308949	0.0	949.39	0.0	buy	in process	2020-01-27 17:21:41.612694	Note4	Tag2
1678	0x17ec6d0984647	EURUSD	1.21308949	1.19684529	949.39	0.0	buy	cancel	2020-01-27 17:21:41.612694	Note4	Tag2
1679	0x17ec6d0984647	EURUSD	1.21308949	1.19684529	949.39	0.0	buy	done	2020-01-27 17:21:41.612694	Note4	Tag2
1680	0x17f75cc6558a1	EURUSD	1.19531442	0.0	495.13	0.0	buy	in process	2020-01-27 17:21:41.612969	Note4	Tag2
1681	0x17f75cc6558a1	EURUSD	1.19531442	1.20771459	495.13	0.0	buy	cancel	2020-01-27 17:21:41.612969	Note4	Tag2
1682	0x17f75cc6558a1	EURUSD	1.19531442	1.20771459	495.13	0.0	buy	done	2020-01-27 17:21:41.612969	Note4	Tag2
1683	0x18024c8326b01	GBRRUB	104.1461016	0.0	8.12	0.0	buy	in process	2020-01-27 17:21:41.613833	Note5	Tag3
1684	0x18024c8326b01	GBRRUB	104.1461016	104.15951069	8.12	0.0	buy	cancel	2020-01-27 17:21:41.613833	Note5	Tag3
1685	0x18024c8326b01	GBRRUB	104.1461016	104.15951069	8.12	0.0	buy	done	2020-01-27 17:21:41.613833	Note5	Tag3
1686	0x180d3c3ff7d8e	PLNRSD	25.98661593	0.0	918.85	0.0	buy	in process	2020-01-27 17:21:41.616548	Note2	Tag6
1687	0x180d3c3ff7d8e	PLNRSD	25.98661593	25.98296725	918.85	0.0	buy	cancel	2020-01-27 17:21:41.616548	Note2	Tag6
1688	0x180d3c3ff7d8e	PLNRSD	25.98661593	25.98296725	918.85	0.0	buy	done	2020-01-27 17:21:41.616548	Note2	Tag6
1689	0x18182bfcc901c	GBRRUB	104.15207207	0.0	690.09	0.0	sell	in process	2020-01-27 17:21:41.625076	Note4	Tag4
1690	0x18182bfcc901c	GBRRUB	104.15207207	104.15341633	690.09	104.15341633	sell	fill	2020-01-27 17:21:41.625076	Note4	Tag4
1691	0x18182bfcc901c	GBRRUB	104.15207207	104.15341633	690.09	0.0	sell	done	2020-01-27 17:21:41.625076	Note4	Tag4
1692	0x18231bb99a2ad	SEKUSD	0.12406706	0.0	324.93	0.0	buy	in process	2020-01-27 17:21:41.551869	Note3	Tag1
1693	0x18231bb99a2ad	SEKUSD	0.12406706	0.12151284	324.93	0.0	buy	cancel	2020-01-27 17:21:41.551869	Note3	Tag1
1694	0x18231bb99a2ad	SEKUSD	0.12406706	0.12151284	324.93	0.0	buy	done	2020-01-27 17:21:41.551869	Note3	Tag1
1695	0x182e0b766b52f	CNYUSD	0.16250368	0.0	872.26	0.0	sell	in process	2020-01-27 17:21:41.621882	Note1	Tag1
1696	0x182e0b766b52f	CNYUSD	0.16250368	0.15142857	872.26	0.15142857	sell	fill	2020-01-27 17:21:41.621882	Note1	Tag1
1697	0x182e0b766b52f	CNYUSD	0.16250368	0.15142857	872.26	0.0	sell	done	2020-01-27 17:21:41.621882	Note1	Tag1
1698	0x1838fb333c7ca	USDUAN	28.05410373	0.0	245.24	0.0	sell	in process	2020-01-27 17:21:41.541834	Note5	Tag1
1699	0x1838fb333c7ca	USDUAN	28.05410373	28.05410373	245.24	239.38012551795117	sell	partially fill	2020-01-27 17:21:41.541834	Note5	Tag1
1700	0x1838fb333c7ca	USDUAN	28.05410373	28.05034425	245.24	0.0	sell	done	2020-01-27 17:21:41.541834	Note5	Tag1
1701	0x1843eaf00da36	DKKPLN	0.60657559	0.0	543.04	0.0	buy	in process	2020-01-27 17:21:41.590355	Note5	Tag9
1702	0x1843eaf00da36	DKKPLN	0.60657559	0.5961291	543.04	0.5961291	buy	fill	2020-01-27 17:21:41.590355	Note5	Tag9
1703	0x1843eaf00da36	DKKPLN	0.60657559	0.5961291	543.04	0.0	buy	done	2020-01-27 17:21:41.590355	Note5	Tag9
1704	0x184edaacdecb8	CADGBP	0.56611993	0.0	351.9	0.0	sell	in process	2020-01-27 17:21:41.542787	Note6	Tag2
1705	0x184edaacdecb8	CADGBP	0.56611993	0.56611993	351.9	346.04012551795114	sell	partially fill	2020-01-27 17:21:41.542787	Note6	Tag2
1706	0x184edaacdecb8	CADGBP	0.56611993	0.57519924	351.9	0.0	sell	done	2020-01-27 17:21:41.542787	Note6	Tag2
1707	0x1859ca69aff4f	JPYTRY	0.07288824	0.0	708.45	0.0	buy	in process	2020-01-27 17:21:41.593351	Note2	Tag2
1708	0x1859ca69aff4f	JPYTRY	0.07288824	0.07156356	708.45	0.07156356	buy	fill	2020-01-27 17:21:41.593351	Note2	Tag2
1709	0x1859ca69aff4f	JPYTRY	0.07288824	0.07156356	708.45	0.0	buy	done	2020-01-27 17:21:41.593351	Note2	Tag2
1710	0x1864ba26811a2	SEKUSD	0.12867956	0.0	894.19	0.0	buy	in process	2020-01-27 17:21:41.552201	Note3	Tag1
1711	0x1864ba26811a2	SEKUSD	0.12867956	0.12420455	894.19	0.0	buy	cancel	2020-01-27 17:21:41.552201	Note3	Tag1
1712	0x1864ba26811a2	SEKUSD	0.12867956	0.12420455	894.19	0.0	buy	done	2020-01-27 17:21:41.552201	Note3	Tag1
1713	0x186fa9e3523f4	DKKPLN	0.60467388	0.0	925.4	0.0	sell	in process	2020-01-27 17:21:41.622925	Note2	Tag2
1714	0x186fa9e3523f4	DKKPLN	0.60467388	0.59489821	925.4	0.59489821	sell	fill	2020-01-27 17:21:41.622925	Note2	Tag2
1715	0x186fa9e3523f4	DKKPLN	0.60467388	0.59489821	925.4	0.0	sell	done	2020-01-27 17:21:41.622925	Note2	Tag2
1716	0x187a99a023679	CNYUSD	0.14717156	0.0	893.12	0.0	sell	in process	2020-01-27 17:21:41.545111	Note2	Tag4
1717	0x187a99a023679	CNYUSD	0.14717156	0.14717156	893.12	887.2601255179511	sell	partially fill	2020-01-27 17:21:41.545111	Note2	Tag4
1718	0x187a99a023679	CNYUSD	0.14717156	0.15019721	893.12	0.0	sell	done	2020-01-27 17:21:41.545111	Note2	Tag4
1719	0x1885895cf48cc	DKKPLN	0.59566323	0.0	892.23	0.0	sell	in process	2020-01-27 17:21:41.600651	Note4	Tag10
1720	0x1885895cf48cc	DKKPLN	0.59566323	0.59566323	892.23	886.3701255179512	sell	partially fill	2020-01-27 17:21:41.600651	Note4	Tag10
1721	0x1885895cf48cc	DKKPLN	0.59566323	0.60209799	892.23	0.0	sell	done	2020-01-27 17:21:41.600651	Note4	Tag10
1722	0x18907919c5b18	USDUAN	28.04698526	0.0	864.61	0.0	buy	in process	2020-01-27 17:21:41.575134	Note2	Tag4
1723	0x18907919c5b18	USDUAN	28.04698526	28.04698526	864.61	858.7501255179511	buy	partially fill	2020-01-27 17:21:41.575134	Note2	Tag4
1724	0x18907919c5b18	USDUAN	28.04698526	28.05959642	864.61	0.0	buy	done	2020-01-27 17:21:41.575134	Note2	Tag4
1725	0x189b68d696d6c	PLNRSD	25.98757687	0.0	453.09	0.0	buy	in process	2020-01-27 17:21:41.594970	Note4	Tag4
1726	0x189b68d696d6c	PLNRSD	25.98757687	25.99756459	453.09	25.99756459	buy	fill	2020-01-27 17:21:41.594970	Note4	Tag4
