ID	SIDE	INSTRUMENT	PX_INIT	VOLUME_INIT	DATE	STATUS	NOTE	TAGS
1810	0xaefbcd29bc	buy	CHFEUR	0.92286113	37.1	28.01.2020 13:30:54.468879	fill	Note1	Tag5
1811	0xaefbcd29bc	buy	CHFEUR	0.92286113	37.1	28.01.2020 13:30:54.565920	done	Note1	Tag5
1812	0xaefbcd29c9	buy	NZDEUR	0.60390693	491.95	28.01.2020 13:31:18.422144	new	Note1	Tag5
1813	0xaefbcd29c9	buy	NZDEUR	0.60390693	491.95	28.01.2020 13:31:18.450002	in progress	Note1	Tag5
1814	0xaefbcd29c9	buy	NZDEUR	0.0	491.95	28.01.2020 13:31:18.464704	cancel	Note1	Tag5
1815	0xaefbcd29c9	buy	NZDEUR	0.0	491.95	28.01.2020 13:31:18.538074	done	Note1	Tag5
1816	0xaefbcd29d0	buy	PLNRSD	25.99915296	839.55	28.01.2020 13:31:42.340237	new	Note1	Tag4
1817	0xaefbcd29d0	buy	PLNRSD	25.99915296	839.55	28.01.2020 13:31:42.348633	in progress	Note1	Tag4
1818	0xaefbcd29d0	buy	PLNRSD	0.0	839.55	28.01.2020 13:31:42.402192	cancel	Note1	Tag4
1819	0xaefbcd29d0	buy	PLNRSD	0.0	839.55	28.01.2020 13:31:42.497635	done	Note1	Tag4
1820	0xaefbcd29da	buy	SEKUSD	0.12295507	128.64	28.01.2020 13:32:06.382918	new	Note6	Tag1
1821	0xaefbcd29da	buy	SEKUSD	0.12295507	128.64	28.01.2020 13:32:06.395003	in progress	Note6	Tag1
1822	0xaefbcd29da	buy	SEKUSD	0.12295507	128.64	28.01.2020 13:32:06.460153	fill	Note6	Tag1
1823	0xaefbcd29da	buy	SEKUSD	0.12295507	128.64	28.01.2020 13:32:06.492011	done	Note6	Tag1
1824	0xaefbcd29e5	sell	USDUAN	28.05183798	395.41	28.01.2020 13:32:30.417004	new	Note3	Tag3
1825	0xaefbcd29e5	sell	USDUAN	28.05183798	395.41	28.01.2020 13:32:30.429855	in progress	Note3	Tag3
1826	0xaefbcd29e5	sell	USDUAN	28.05406997	786.82	28.01.2020 13:32:30.497412	partially fill	Note3	Tag3
1827	0xaefbcd29e5	sell	USDUAN	28.05406997	395.41	28.01.2020 13:32:30.536831	done	Note3	Tag3
1828	0xaefbcd29f1	buy	DKKPLN	0.61131813	886.74	28.01.2020 13:32:54.424088	new	Note6	Tag7
1829	0xaefbcd29f1	buy	DKKPLN	0.61131813	886.74	28.01.2020 13:32:54.511561	in progress	Note6	Tag7
1830	0xaefbcd29f1	buy	DKKPLN	0.61131813	886.74	28.01.2020 13:32:54.513547	fill	Note6	Tag7
1831	0xaefbcd29f1	buy	DKKPLN	0.61131813	886.74	28.01.2020 13:32:54.546970	done	Note6	Tag7
1832	0xaefbcd29f9	sell	SEKUSD	0.12846608	452.81	28.01.2020 13:33:18.346345	new	Note5	Tag1
1833	0xaefbcd29f9	sell	SEKUSD	0.12846608	452.81	28.01.2020 13:33:18.374635	in progress	Note5	Tag1
1834	0xaefbcd29f9	sell	SEKUSD	0.12618347	247.71	28.01.2020 13:33:18.390693	partially fill	Note5	Tag1
1835	0xaefbcd29f9	sell	SEKUSD	0.12618347	452.81	28.01.2020 13:33:18.468324	done	Note5	Tag1
1836	0xaefbcd2a05	sell	DKKPLN	0.59852245	453.23	28.01.2020 13:33:42.402108	new	Note2	Tag2
1837	0xaefbcd2a05	sell	DKKPLN	0.59852245	453.23	28.01.2020 13:33:42.452558	in progress	Note2	Tag2
1838	0xaefbcd2a05	sell	DKKPLN	0.0	453.23	28.01.2020 13:33:42.538234	cancel	Note2	Tag2
1839	0xaefbcd2a05	sell	DKKPLN	0.0	453.23	28.01.2020 13:33:42.634577	done	Note2	Tag2
1840	0xaefbcd2a0d	sell	USDUAN	28.04662541	457.38	28.01.2020 13:34:06.377292	new	Note4	Tag4
1841	0xaefbcd2a0d	sell	USDUAN	28.04662541	457.38	28.01.2020 13:34:06.398265	in progress	Note4	Tag4
1842	0xaefbcd2a0d	sell	USDUAN	28.04662541	457.38	28.01.2020 13:34:06.491336	fill	Note4	Tag4
1843	0xaefbcd2a0d	sell	USDUAN	28.04662541	457.38	28.01.2020 13:34:06.510911	done	Note4	Tag4
1844	0xaefbcd2a1c	buy	GBRRUB	104.14985206	498.36	28.01.2020 13:34:30.399331	new	Note2	Tag1
1845	0xaefbcd2a1c	buy	GBRRUB	104.14985206	498.36	28.01.2020 13:34:30.405105	in progress	Note2	Tag1
1846	0xaefbcd2a1c	buy	GBRRUB	104.14023614	1330.49	28.01.2020 13:34:30.450427	partially fill	Note2	Tag1
1847	0xaefbcd2a1c	buy	GBRRUB	104.14023614	498.36	28.01.2020 13:34:30.519992	done	Note2	Tag1
1848	0xaefbcd2a20	sell	GBRRUB	104.15208895	902.8	28.01.2020 13:34:54.368569	new	Note3	Tag1
1849	0xaefbcd2a20	sell	GBRRUB	104.15208895	902.8	28.01.2020 13:34:54.439408	in progress	Note3	Tag1
1850	0xaefbcd2a20	sell	GBRRUB	104.15208895	902.8	28.01.2020 13:34:54.489137	fill	Note3	Tag1
1851	0xaefbcd2a20	sell	GBRRUB	104.15208895	902.8	28.01.2020 13:34:54.572549	done	Note3	Tag1
1852	0xaefbcd2a2a	buy	CADGBP	0.57194975	611.27	28.01.2020 13:35:18.371926	new	Note4	Tag1
1853	0xaefbcd2a2a	buy	CADGBP	0.57194975	611.27	28.01.2020 13:35:18.379436	in progress	Note4	Tag1
1854	0xaefbcd2a2a	buy	CADGBP	0.57194975	611.27	28.01.2020 13:35:18.430211	fill	Note4	Tag1
1855	0xaefbcd2a2a	buy	CADGBP	0.57194975	611.27	28.01.2020 13:35:18.516908	done	Note4	Tag1
1856	0xaefbcd2a35	buy	DKKPLN	0.60564292	875.62	28.01.2020 13:35:42.382472	new	Note2	Tag9
1857	0xaefbcd2a35	buy	DKKPLN	0.60564292	875.62	28.01.2020 13:35:42.422400	in progress	Note2	Tag9
1858	0xaefbcd2a35	buy	DKKPLN	0.60276551	1361.56	28.01.2020 13:35:42.475022	partially fill	Note2	Tag9
1859	0xaefbcd2a35	buy	DKKPLN	0.60276551	875.62	28.01.2020 13:35:42.567521	done	Note2	Tag9
1860	0xaefbcd2a41	sell	CADGBP	0.57828586	343.07	28.01.2020 13:36:06.415604	new	Note3	Tag1
1861	0xaefbcd2a41	sell	CADGBP	0.57828586	343.07	28.01.2020 13:36:06.498631	in progress	Note3	Tag1
1862	0xaefbcd2a41	sell	CADGBP	0.0	343.07	28.01.2020 13:36:06.586651	cancel	Note3	Tag1
1863	0xaefbcd2a41	sell	CADGBP	0.0	343.07	28.01.2020 13:36:06.590357	done	Note3	Tag1
1864	0xaefbcd2a4a	buy	CHFEUR	0.92127396	370.15	28.01.2020 13:36:30.419692	new	Note1	Tag9
1865	0xaefbcd2a4a	buy	CHFEUR	0.92127396	370.15	28.01.2020 13:36:30.468846	in progress	Note1	Tag9
1866	0xaefbcd2a4a	buy	CHFEUR	0.91151222	173.49	28.01.2020 13:36:30.550451	partially fill	Note1	Tag9
1867	0xaefbcd2a4a	buy	CHFEUR	0.91151222	370.15	28.01.2020 13:36:30.634005	done	Note1	Tag9
1868	0xaefbcd2a4f	buy	EURUSD	1.20030429	637.48	28.01.2020 13:36:54.432535	new	Note4	Tag1
1869	0xaefbcd2a4f	buy	EURUSD	1.20030429	637.48	28.01.2020 13:36:54.441440	in progress	Note4	Tag1
1870	0xaefbcd2a4f	buy	EURUSD	1.20030429	637.48	28.01.2020 13:36:54.496599	fill	Note4	Tag1
1871	0xaefbcd2a4f	buy	EURUSD	1.20030429	637.48	28.01.2020 13:36:54.497069	done	Note4	Tag1
1872	0xaefbcd2a5e	buy	CADGBP	0.57762248	134.27	28.01.2020 13:37:18.372881	new	Note2	Tag10
1873	0xaefbcd2a5e	buy	CADGBP	0.57762248	134.27	28.01.2020 13:37:18.390096	in progress	Note2	Tag10
1874	0xaefbcd2a5e	buy	CADGBP	0.57467014	570.46	28.01.2020 13:37:18.471362	partially fill	Note2	Tag10
1875	0xaefbcd2a5e	buy	CADGBP	0.57467014	134.27	28.01.2020 13:37:18.553848	done	Note2	Tag10
1876	0xaefbcd2a65	sell	USDUAN	28.04312135	450.98	28.01.2020 13:37:42.385474	new	Note2	Tag2
1877	0xaefbcd2a65	sell	USDUAN	28.04312135	450.98	28.01.2020 13:37:42.483844	in progress	Note2	Tag2
1878	0xaefbcd2a65	sell	USDUAN	28.04312135	450.98	28.01.2020 13:37:42.520065	fill	Note2	Tag2
1879	0xaefbcd2a65	sell	USDUAN	28.04312135	450.98	28.01.2020 13:37:42.561039	done	Note2	Tag2
1880	0xaefbcd2a6e	buy	PLNRSD	25.99561571	435.17	28.01.2020 13:38:06.425034	new	Note1	Tag3
1881	0xaefbcd2a6e	buy	PLNRSD	25.99561571	435.17	28.01.2020 13:38:06.427852	in progress	Note1	Tag3
1882	0xaefbcd2a6e	buy	PLNRSD	0.0	435.17	28.01.2020 13:38:06.463889	cancel	Note1	Tag3
1883	0xaefbcd2a6e	buy	PLNRSD	0.0	435.17	28.01.2020 13:38:06.504284	done	Note1	Tag3
1884	0xaefbcd2a76	buy	CHFEUR	0.92394032	279.19	28.01.2020 13:38:30.349316	new	Note5	Tag3
1885	0xaefbcd2a76	buy	CHFEUR	0.92394032	279.19	28.01.2020 13:38:30.446422	in progress	Note5	Tag3
1886	0xaefbcd2a76	buy	CHFEUR	0.0	279.19	28.01.2020 13:38:30.478672	cancel	Note5	Tag3
1887	0xaefbcd2a76	buy	CHFEUR	0.0	279.19	28.01.2020 13:38:30.507170	done	Note5	Tag3
1888	0xaefbcd2a84	buy	CADGBP	0.56294421	739.71	28.01.2020 13:38:54.411440	new	Note5	Tag6
1889	0xaefbcd2a84	buy	CADGBP	0.56294421	739.71	28.01.2020 13:38:54.491126	in progress	Note5	Tag6
1890	0xaefbcd2a84	buy	CADGBP	0.56294421	739.71	28.01.2020 13:38:54.568651	fill	Note5	Tag6
1891	0xaefbcd2a84	buy	CADGBP	0.56294421	739.71	28.01.2020 13:38:54.639384	done	Note5	Tag6
1892	0xaefbcd2a8f	buy	GBRRUB	104.15642646	143.25	28.01.2020 13:39:18.406610	new	Note1	Tag8
1893	0xaefbcd2a8f	buy	GBRRUB	104.15642646	143.25	28.01.2020 13:39:18.488981	in progress	Note1	Tag8
1894	0xaefbcd2a8f	buy	GBRRUB	104.14836042	906.8	28.01.2020 13:39:18.574941	partially fill	Note1	Tag8
1895	0xaefbcd2a8f	buy	GBRRUB	104.14836042	143.25	28.01.2020 13:39:18.672176	done	Note1	Tag8
1896	0xaefbcd2a9d	sell	CNYUSD	0.15124006	539.66	28.01.2020 13:39:42.391435	new	Note1	Tag3
1897	0xaefbcd2a9d	sell	CNYUSD	0.15124006	539.66	28.01.2020 13:39:42.421210	in progress	Note1	Tag3
1898	0xaefbcd2a9d	sell	CNYUSD	0.15124006	539.66	28.01.2020 13:39:42.441935	fill	Note1	Tag3
1899	0xaefbcd2a9d	sell	CNYUSD	0.15124006	539.66	28.01.2020 13:39:42.534228	done	Note1	Tag3
1900	0xaefbcd2a9e	buy	JPYTRY	0.07447421	310.39	28.01.2020 13:40:06.343761	new	Note1	Tag5
1901	0xaefbcd2a9e	buy	JPYTRY	0.07447421	310.39	28.01.2020 13:40:06.424755	in progress	Note1	Tag5
1902	0xaefbcd2a9e	buy	JPYTRY	0.07447421	310.39	28.01.2020 13:40:06.506388	fill	Note1	Tag5
1903	0xaefbcd2a9e	buy	JPYTRY	0.07447421	310.39	28.01.2020 13:40:06.590029	done	Note1	Tag5
1904	0xaefbcd2aab	sell	USDUAN	28.04270943	47.66	28.01.2020 13:40:30.393990	new	Note6	Tag9
1905	0xaefbcd2aab	sell	USDUAN	28.04270943	47.66	28.01.2020 13:40:30.403757	in progress	Note6	Tag9
1906	0xaefbcd2aab	sell	USDUAN	28.03803152	903.23	28.01.2020 13:40:30.461625	partially fill	Note6	Tag9
1907	0xaefbcd2aab	sell	USDUAN	28.03803152	47.66	28.01.2020 13:40:30.470605	done	Note6	Tag9
1908	0xaefbcd2ab5	sell	SEKUSD	0.11908121	596.22	28.01.2020 13:40:54.351789	new	Note6	Tag7
1909	0xaefbcd2ab5	sell	SEKUSD	0.11908121	596.22	28.01.2020 13:40:54.353000	in progress	Note6	Tag7
1910	0xaefbcd2ab5	sell	SEKUSD	0.11307004	510.25	28.01.2020 13:40:54.383989	partially fill	Note6	Tag7
1911	0xaefbcd2ab5	sell	SEKUSD	0.11307004	596.22	28.01.2020 13:40:54.408526	done	Note6	Tag7
1912	0xaefbcd2abf	sell	SEKUSD	0.12372045	727.08	28.01.2020 13:41:18.419209	new	Note3	Tag9
1913	0xaefbcd2abf	sell	SEKUSD	0.12372045	727.08	28.01.2020 13:41:18.459802	in progress	Note3	Tag9
1914	0xaefbcd2abf	sell	SEKUSD	0.12372045	727.08	28.01.2020 13:41:18.514511	fill	Note3	Tag9
1915	0xaefbcd2abf	sell	SEKUSD	0.12372045	727.08	28.01.2020 13:41:18.613568	done	Note3	Tag9
1916	0xaefbcd2ac8	buy	DKKPLN	0.6113119	18.63	28.01.2020 13:41:42.431016	new	Note3	Tag4
1917	0xaefbcd2ac8	buy	DKKPLN	0.6113119	18.63	28.01.2020 13:41:42.478774	in progress	Note3	Tag4
1918	0xaefbcd2ac8	buy	DKKPLN	0.6113119	18.63	28.01.2020 13:41:42.555993	fill	Note3	Tag4
1919	0xaefbcd2ac8	buy	DKKPLN	0.6113119	18.63	28.01.2020 13:41:42.625766	done	Note3	Tag4
1920	0xaefbcd2ad8	buy	JPYTRY	0.07821459	309.63	28.01.2020 13:42:06.368108	new	Note6	Tag7
1921	0xaefbcd2ad8	buy	JPYTRY	0.07821459	309.63	28.01.2020 13:42:06.441004	in progress	Note6	Tag7
1922	0xaefbcd2ad8	buy	JPYTRY	0.07821459	309.63	28.01.2020 13:42:06.497196	fill	Note6	Tag7
1923	0xaefbcd2ad8	buy	JPYTRY	0.07821459	309.63	28.01.2020 13:42:06.500911	done	Note6	Tag7
1924	0xaefbcd2ae3	buy	CHFEUR	0.9219093	40.17	28.01.2020 13:42:30.370479	new	Note6	Tag5
1925	0xaefbcd2ae3	buy	CHFEUR	0.9219093	40.17	28.01.2020 13:42:30.419721	in progress	Note6	Tag5
1926	0xaefbcd2ae3	buy	CHFEUR	0.0	40.17	28.01.2020 13:42:30.501603	cancel	Note6	Tag5
1927	0xaefbcd2ae3	buy	CHFEUR	0.0	40.17	28.01.2020 13:42:30.586027	done	Note6	Tag5
1928	0xaefbcd2ae6	buy	DKKPLN	0.59453476	522.29	28.01.2020 13:42:54.377927	new	Note2	Tag1
1929	0xaefbcd2ae6	buy	DKKPLN	0.59453476	522.29	28.01.2020 13:42:54.395418	in progress	Note2	Tag1
1930	0xaefbcd2ae6	buy	DKKPLN	0.59453476	522.29	28.01.2020 13:42:54.477549	fill	Note2	Tag1
1931	0xaefbcd2ae6	buy	DKKPLN	0.59453476	522.29	28.01.2020 13:42:54.562755	done	Note2	Tag1
1932	0xaefbcd2af8	buy	CHFEUR	0.92601556	139.03	28.01.2020 13:43:18.401326	new	Note2	Tag3
1933	0xaefbcd2af8	buy	CHFEUR	0.92601556	139.03	28.01.2020 13:43:18.426534	in progress	Note2	Tag3
1934	0xaefbcd2af8	buy	CHFEUR	0.93441037	289.4	28.01.2020 13:43:18.432909	partially fill	Note2	Tag3
1935	0xaefbcd2af8	buy	CHFEUR	0.93441037	139.03	28.01.2020 13:43:18.480118	done	Note2	Tag3
1936	0xaefbcd2afb	sell	CNYUSD	0.15065795	498.02	28.01.2020 13:43:42.374835	new	Note1	Tag2
1937	0xaefbcd2afb	sell	CNYUSD	0.15065795	498.02	28.01.2020 13:43:42.439193	in progress	Note1	Tag2
1938	0xaefbcd2afb	sell	CNYUSD	0.0	498.02	28.01.2020 13:43:42.468562	cancel	Note1	Tag2
1939	0xaefbcd2afb	sell	CNYUSD	0.0	498.02	28.01.2020 13:43:42.488011	done	Note1	Tag2
1940	0xaefbcd2b04	sell	PLNRSD	25.99100948	899.42	28.01.2020 13:44:06.391612	new	Note1	Tag3
1941	0xaefbcd2b04	sell	PLNRSD	25.99100948	899.42	28.01.2020 13:44:06.396150	in progress	Note1	Tag3
1942	0xaefbcd2b04	sell	PLNRSD	25.99100948	899.42	28.01.2020 13:44:06.437589	fill	Note1	Tag3
1943	0xaefbcd2b04	sell	PLNRSD	25.99100948	899.42	28.01.2020 13:44:06.494956	done	Note1	Tag3
1944	0xaefbcd2b15	sell	CNYUSD	0.16302986	577.98	28.01.2020 13:44:30.344317	new	Note1	Tag7
1945	0xaefbcd2b15	sell	CNYUSD	0.16302986	577.98	28.01.2020 13:44:30.394765	in progress	Note1	Tag7
1946	0xaefbcd2b15	sell	CNYUSD	0.15482467	917.85	28.01.2020 13:44:30.480434	partially fill	Note1	Tag7
1947	0xaefbcd2b15	sell	CNYUSD	0.15482467	577.98	28.01.2020 13:44:30.576754	done	Note1	Tag7
1948	0xaefbcd2b17	buy	JPYTRY	0.07717468	547.08	28.01.2020 13:44:54.395736	new	Note1	Tag6
1949	0xaefbcd2b17	buy	JPYTRY	0.07717468	547.08	28.01.2020 13:44:54.416481	in progress	Note1	Tag6
1950	0xaefbcd2b17	buy	JPYTRY	0.08658286	208.54	28.01.2020 13:44:54.508837	partially fill	Note1	Tag6
1951	0xaefbcd2b17	buy	JPYTRY	0.08658286	547.08	28.01.2020 13:44:54.526165	done	Note1	Tag6
1952	0xaefbcd2b27	sell	CHFEUR	0.9286431	383.71	28.01.2020 13:45:18.357274	new	Note3	Tag9
1953	0xaefbcd2b27	sell	CHFEUR	0.9286431	383.71	28.01.2020 13:45:18.440870	in progress	Note3	Tag9
1954	0xaefbcd2b27	sell	CHFEUR	0.0	383.71	28.01.2020 13:45:18.530678	cancel	Note3	Tag9
1955	0xaefbcd2b27	sell	CHFEUR	0.0	383.71	28.01.2020 13:45:18.540000	done	Note3	Tag9
1956	0xaefbcd2b2f	buy	CHFEUR	0.91594109	771.26	28.01.2020 13:45:42.336441	new	Note1	Tag7
1957	0xaefbcd2b2f	buy	CHFEUR	0.91594109	771.26	28.01.2020 13:45:42.341021	in progress	Note1	Tag7
1958	0xaefbcd2b2f	buy	CHFEUR	0.91594109	771.26	28.01.2020 13:45:42.382593	fill	Note1	Tag7
1959	0xaefbcd2b2f	buy	CHFEUR	0.91594109	771.26	28.01.2020 13:45:42.440379	done	Note1	Tag7
1960	0xaefbcd2b3c	sell	GBRRUB	104.15645722	454.6	28.01.2020 13:46:06.370994	new	Note4	Tag3
1961	0xaefbcd2b3c	sell	GBRRUB	104.15645722	454.6	28.01.2020 13:46:06.425577	in progress	Note4	Tag3
1962	0xaefbcd2b3c	sell	GBRRUB	0.0	454.6	28.01.2020 13:46:06.524239	cancel	Note4	Tag3
1963	0xaefbcd2b3c	sell	GBRRUB	0.0	454.6	28.01.2020 13:46:06.561377	done	Note4	Tag3
1964	0xaefbcd2b44	sell	EURUSD	1.20792349	470.92	28.01.2020 13:46:30.379545	new	Note4	Tag5
1965	0xaefbcd2b44	sell	EURUSD	1.20792349	470.92	28.01.2020 13:46:30.444500	in progress	Note4	Tag5
1966	0xaefbcd2b44	sell	EURUSD	1.21771307	309.86	28.01.2020 13:46:30.475746	partially fill	Note4	Tag5
1967	0xaefbcd2b44	sell	EURUSD	1.21771307	470.92	28.01.2020 13:46:30.501093	done	Note4	Tag5
1968	0xaefbcd2b4b	buy	CADGBP	0.56273978	631.97	28.01.2020 13:46:54.406408	new	Note5	Tag6
1969	0xaefbcd2b4b	buy	CADGBP	0.56273978	631.97	28.01.2020 13:46:54.454990	in progress	Note5	Tag6
1970	0xaefbcd2b4b	buy	CADGBP	0.56273978	631.97	28.01.2020 13:46:54.534796	fill	Note5	Tag6
1971	0xaefbcd2b4b	buy	CADGBP	0.56273978	631.97	28.01.2020 13:46:54.612698	done	Note5	Tag6
1972	0xaefbcd2b54	sell	DKKPLN	0.59647598	79.95	28.01.2020 13:47:18.390800	new	Note4	Tag8
1973	0xaefbcd2b54	sell	DKKPLN	0.59647598	79.95	28.01.2020 13:47:18.443926	in progress	Note4	Tag8
1974	0xaefbcd2b54	sell	DKKPLN	0.60213987	479.1	28.01.2020 13:47:18.538009	partially fill	Note4	Tag8
1975	0xaefbcd2b54	sell	DKKPLN	0.60213987	79.95	28.01.2020 13:47:18.560761	done	Note4	Tag8
1976	0xaefbcd2b66	sell	CADGBP	0.57527238	914.88	28.01.2020 13:47:42.341767	new	Note2	Tag2
1977	0xaefbcd2b66	sell	CADGBP	0.57527238	914.88	28.01.2020 13:47:42.378902	in progress	Note2	Tag2
1978	0xaefbcd2b66	sell	CADGBP	0.57094584	8.81	28.01.2020 13:47:42.422747	partially fill	Note2	Tag2
1979	0xaefbcd2b66	sell	CADGBP	0.57094584	914.88	28.01.2020 13:47:42.487674	done	Note2	Tag2
1980	0xaefbcd2b69	buy	CHFEUR	0.9298001	730.53	28.01.2020 13:48:06.387726	new	Note2	Tag3
1981	0xaefbcd2b69	buy	CHFEUR	0.9298001	730.53	28.01.2020 13:48:06.412796	in progress	Note2	Tag3
1982	0xaefbcd2b69	buy	CHFEUR	0.0	730.53	28.01.2020 13:48:06.418738	cancel	Note2	Tag3
1983	0xaefbcd2b69	buy	CHFEUR	0.0	730.53	28.01.2020 13:48:06.464588	done	Note2	Tag3
1984	0xaefbcd2b72	sell	EURUSD	1.20378195	52.69	28.01.2020 13:48:30.432111	new	Note4	Tag2
1985	0xaefbcd2b72	sell	EURUSD	1.20378195	52.69	28.01.2020 13:48:30.483050	in progress	Note4	Tag2
1986	0xaefbcd2b72	sell	EURUSD	0.0	52.69	28.01.2020 13:48:30.570262	cancel	Note4	Tag2
1987	0xaefbcd2b72	sell	EURUSD	0.0	52.69	28.01.2020 13:48:30.571431	done	Note4	Tag2
1988	0xaefbcd2b84	buy	CADGBP	0.56868474	645.79	28.01.2020 13:48:54.371549	new	Note1	Tag5
1989	0xaefbcd2b84	buy	CADGBP	0.56868474	645.79	28.01.2020 13:48:54.395664	in progress	Note1	Tag5
1990	0xaefbcd2b84	buy	CADGBP	0.56868474	645.79	28.01.2020 13:48:54.398605	fill	Note1	Tag5
1991	0xaefbcd2b84	buy	CADGBP	0.56868474	645.79	28.01.2020 13:48:54.435027	done	Note1	Tag5
1992	0xaefbcd2b88	buy	CADGBP	0.58130152	216.34	28.01.2020 13:49:18.381289	new	Note2	Tag4
1993	0xaefbcd2b88	buy	CADGBP	0.58130152	216.34	28.01.2020 13:49:18.439180	in progress	Note2	Tag4
1994	0xaefbcd2b88	buy	CADGBP	0.0	216.34	28.01.2020 13:49:18.448232	cancel	Note2	Tag4
1995	0xaefbcd2b88	buy	CADGBP	0.0	216.34	28.01.2020 13:49:18.503853	done	Note2	Tag4
1996	0xaefbcd2b92	buy	CHFEUR	0.92292659	261.0	28.01.2020 13:49:42.411887	new	Note2	Tag2
1997	0xaefbcd2b92	buy	CHFEUR	0.92292659	261.0	28.01.2020 13:49:42.445107	in progress	Note2	Tag2
1998	0xaefbcd2b92	buy	CHFEUR	0.92292659	261.0	28.01.2020 13:49:42.476655	fill	Note2	Tag2
1999	0xaefbcd2b92	buy	CHFEUR	0.92292659	261.0	28.01.2020 13:49:42.502948	done	Note2	Tag2
2000	0xaefbcd2b9d	buy	CADGBP	0.58046084	560.13	28.01.2020 13:50:06.408014	new	Note3	Tag10
2001	0xaefbcd2b9d	buy	CADGBP	0.58046084	560.13	28.01.2020 13:50:06.465937	in progress	Note3	Tag10
2002	0xaefbcd2b9d	buy	CADGBP	0.57981147	955.43	28.01.2020 13:50:06.475091	partially fill	Note3	Tag10
2003	0xaefbcd2b9d	buy	CADGBP	0.57981147	560.13	28.01.2020 13:50:06.531031	done	Note3	Tag10
2004	0xaefbcd2bab	buy	PLNRSD	25.99277629	370.88	28.01.2020 13:50:30.395847	new	Note3	Tag9
2005	0xaefbcd2bab	buy	PLNRSD	25.99277629	370.88	28.01.2020 13:50:30.432217	in progress	Note3	Tag9
2006	0xaefbcd2bab	buy	PLNRSD	25.99277629	370.88	28.01.2020 13:50:30.473661	fill	Note3	Tag9
2007	0xaefbcd2bab	buy	PLNRSD	25.99277629	370.88	28.01.2020 13:50:30.531042	done	Note3	Tag9
2008	0xaefbcd2bac	buy	CHFEUR	0.92885165	644.67	28.01.2020 13:50:54.357623	new	Note6	Tag3
2009	0xaefbcd2bac	buy	CHFEUR	0.92885165	644.67	28.01.2020 13:50:54.408217	in progress	Note6	Tag3
2010	0xaefbcd2bac	buy	CHFEUR	0.92475456	202.04	28.01.2020 13:50:54.494345	partially fill	Note6	Tag3
2011	0xaefbcd2bac	buy	CHFEUR	0.92475456	644.67	28.01.2020 13:50:54.592106	done	Note6	Tag3
2012	0xaefbcd2bba	buy	USDUAN	28.05081724	205.28	28.01.2020 13:51:18.337537	new	Note4	Tag7
2013	0xaefbcd2bba	buy	USDUAN	28.05081724	205.28	28.01.2020 13:51:18.372502	in progress	Note4	Tag7
2014	0xaefbcd2bba	buy	USDUAN	28.05081724	205.28	28.01.2020 13:51:18.409532	fill	Note4	Tag7
2015	0xaefbcd2bba	buy	USDUAN	28.05081724	205.28	28.01.2020 13:51:18.453048	done	Note4	Tag7
2016	0xaefbcd2bc5	buy	DKKPLN	0.59259616	151.81	28.01.2020 13:51:42.374435	new	Note3	Tag9
2017	0xaefbcd2bc5	buy	DKKPLN	0.59259616	151.81	28.01.2020 13:51:42.402340	in progress	Note3	Tag9
2018	0xaefbcd2bc5	buy	DKKPLN	0.0	151.81	28.01.2020 13:51:42.417189	cancel	Note3	Tag9
2019	0xaefbcd2bc5	buy	DKKPLN	0.0	151.81	28.01.2020 13:51:42.491022	done	Note3	Tag9
2020	0xaefbcd2bd1	sell	PLNRSD	25.99833284	624.08	28.01.2020 13:52:06.390356	new	Note1	Tag5
2021	0xaefbcd2bd1	sell	PLNRSD	25.99833284	624.08	28.01.2020 13:52:06.403322	in progress	Note1	Tag5
2022	0xaefbcd2bd1	sell	PLNRSD	25.99833284	624.08	28.01.2020 13:52:06.471237	fill	Note1	Tag5
2023	0xaefbcd2bd1	sell	PLNRSD	25.99833284	624.08	28.01.2020 13:52:06.511782	done	Note1	Tag5
2024	0xaefbcd2bd9	sell	CADGBP	0.56553922	2.04	28.01.2020 13:52:30.340372	new	Note6	Tag5
2025	0xaefbcd2bd9	sell	CADGBP	0.56553922	2.04	28.01.2020 13:52:30.438952	in progress	Note6	Tag5
2026	0xaefbcd2bd9	sell	CADGBP	0.56553922	2.04	28.01.2020 13:52:30.475833	fill	Note6	Tag5
2027	0xaefbcd2bd9	sell	CADGBP	0.56553922	2.04	28.01.2020 13:52:30.518880	done	Note6	Tag5
2028	0xaefbcd2be5	sell	CADGBP	0.58093058	145.92	28.01.2020 13:52:54.383344	new	Note3	Tag5
2029	0xaefbcd2be5	sell	CADGBP	0.58093058	145.92	28.01.2020 13:52:54.406625	in progress	Note3	Tag5
2030	0xaefbcd2be5	sell	CADGBP	0.58093058	145.92	28.01.2020 13:52:54.406948	fill	Note3	Tag5
2031	0xaefbcd2be5	sell	CADGBP	0.58093058	145.92	28.01.2020 13:52:54.435145	done	Note3	Tag5
2032	0xaefbcd2bee	buy	JPYTRY	0.07662245	566.01	28.01.2020 13:53:18.418342	new	Note6	Tag5
2033	0xaefbcd2bee	buy	JPYTRY	0.07662245	566.01	28.01.2020 13:53:18.495056	in progress	Note6	Tag5
2034	0xaefbcd2bee	buy	JPYTRY	0.07662245	566.01	28.01.2020 13:53:18.563243	fill	Note6	Tag5
